Organisation;Ordre du jour réunion 31/08/2019;https://bimestriel.framapad.org/p/ordre-du-jour-tapage-31-08-2019
Organisation;inscriptions bénévoles 2019;https://lite.framacalc.org/planning-benevole-tapage-2019
